SDC Deal Number,Company Name,Exit Type,Date Announced / Filed,Date Completed / Issued,Ticker,"Proceeds Amt + Overallot Sold All Markets
(USD)",Acquiror Name,"Rank Value Incl. Net Debt Sum
(USD)","Rank Value Incl. Net Debt Average
(USD)","Rank Value Incl. Net Debt Median
(USD)","M&A Deal Value Average
(USD)","M&A Deal Value Sum
(USD)","M&A Deal Value Median
(USD)","Value of Earnout Average
(USD)","Value of Earnout Sum
(USD)","Value of Earnout Median
(USD)","Purchase Price Average
(USD)","Purchase Price Sum
(USD)","Purchase Price Median
(USD)",Time to Exit (Years),No. of Deals,No. of IPOs,No. of Deals w/ M&A Deal Value,Exit Portfolio Company TRBC Industry Group,Exit Portfolio Company TRBC Industry,Exit Portfolio Company TRBC Economic Sector,Exit Portfolio Company TRBC Business Sector,Exit Portfolio Company TRBC Activity,Exit Date Completed / Issued,"Exit Portfolio Company Nation
('|')",Exit Date Announced / Filed,Exit Date Completed / Issued,Exit Date Completed / Issued,Exit Date Announced / Filed,Exit Date Completed / Issued,Exit Date Completed / Issued,Exit Date Announced / Filed,Exit Date Completed / Issued
154087987354,Simplify360,Merger,19/04/2023,19/04/2023,,0.00,Nextiva Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.5,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Application Software,19/04/2023,India,19/04/2023,19/04/2023,19/04/2023,19/04/2023,19/04/2023,19/04/2023,19/04/2023,19/04/2023
154082983659,Omnipresent Retail India Pvt Ltd,Merger,16/12/2015,16/12/2015,,0.00,Spencer's Retail Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.3,1,0,0,Diversified Retail,Department Stores,Consumer Cyclicals,Retailers,Internet & Mail Order Department Stores,16/12/2015,India,16/12/2015,16/12/2015,16/12/2015,16/12/2015,16/12/2015,16/12/2015,16/12/2015,16/12/2015
154088113083,Vidgyor Media Technologies Pvt Ltd,Merger,08/07/2023,08/07/2023,,0.00,Silveredge Technologies Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.1,1,0,0,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),08/07/2023,India,08/07/2023,08/07/2023,08/07/2023,08/07/2023,08/07/2023,08/07/2023,08/07/2023,08/07/2023
154088167072,Flathead Designs Pvt Ltd,Merger,17/07/2023,17/07/2023,,0.00,Sensedynamic Fashions India Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8,1,0,0,Textiles & Apparel,Footwear,Consumer Cyclicals,Cyclical Consumer Products,Footwear Wholesale,17/07/2023,India,17/07/2023,17/07/2023,17/07/2023,17/07/2023,17/07/2023,17/07/2023,17/07/2023,17/07/2023
154088017065,Leap India Pvt Ltd,Secondary Sales,02/08/2023,30/09/2023,,0.00,Kkr Infrastructure Fund,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.9,1,0,0,Professional & Commercial Services,Business Support Services,Industrials,Industrial & Commercial Services,Business Support Services (NEC),30/09/2023,India,02/08/2023,30/09/2023,30/09/2023,02/08/2023,30/09/2023,30/09/2023,02/08/2023,30/09/2023
154087982226,Stellar Value Chain Solutions Pvt Ltd,Merger,21/08/2023,20/11/2023,,0.00,Ceva Logistics SA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.3,1,0,0,Freight & Logistics Services,Ground Freight & Logistics,Industrials,Transportation,Ground Freight & Logistics (NEC),20/11/2023,India,21/08/2023,20/11/2023,20/11/2023,21/08/2023,20/11/2023,20/11/2023,21/08/2023,20/11/2023
154088157662,Good Memories Pvt Ltd,Merger,11/09/2023,11/09/2023,,0.00,Creatcomm Tech Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9,1,0,0,Software & IT Services,Online Services,Technology,Software & IT Services,E-commerce & Auction Services,11/09/2023,India,11/09/2023,11/09/2023,11/09/2023,11/09/2023,11/09/2023,11/09/2023,11/09/2023,11/09/2023
154088162932,Videonetics Technology Pvt Ltd,Secondary Sales,14/09/2023,14/09/2023,,0.00,Florintree Advisors Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.2,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Application Software,14/09/2023,India,14/09/2023,14/09/2023,14/09/2023,14/09/2023,14/09/2023,14/09/2023,14/09/2023,14/09/2023
154087906458,Sahajanand Medical Technologies Limited,Secondary Sales,10/01/2023,10/01/2023,,0.00,Investor Group,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1,0,0,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Healthcare,Healthcare Services & Equipment,"Medical Equipment, Supplies & Distribution (NEC)",10/01/2023,India,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023
154087906473,FirstMeridian Business Services Pvt Ltd,Secondary Sales,10/01/2023,10/01/2023,,0.00,Investor Group,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),10/01/2023,India,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023
154087906446,Paradise Food Court Pvt Ltd,Secondary Sales,10/01/2023,10/01/2023,,0.00,Investor Group,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1,0,0,Hotels & Entertainment Services,Restaurants & Bars,Consumer Cyclicals,Cyclical Consumer Services,Restaurants & Bars (NEC),10/01/2023,India,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023,10/01/2023
154088366074,Pivoting Softwares Pvt Ltd,Merger,18/01/2024,18/01/2024,,0.00,Synup Corp,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2,1,0,0,Personal & Household Products & Services,Personal Services,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal Services (NEC),18/01/2024,India,18/01/2024,18/01/2024,18/01/2024,18/01/2024,18/01/2024,18/01/2024,18/01/2024,18/01/2024
154088363019,Camden Town Technologies Pvt Ltd,Merger,17/01/2024,17/01/2024,,0.00,Diesel Marine International Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.3,1,0,0,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),17/01/2024,India,17/01/2024,17/01/2024,17/01/2024,17/01/2024,17/01/2024,17/01/2024,17/01/2024,17/01/2024
154088286985,Savaari Car Rentals Pvt Ltd,Merger,31/10/2023,25/01/2024,,0.00,MakeMyTrip India Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.8,1,0,0,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Industrials,Transportation,Passenger Car Rental,25/01/2024,India,31/10/2023,25/01/2024,25/01/2024,31/10/2023,25/01/2024,25/01/2024,31/10/2023,25/01/2024
154088396739,Nepra Resource Management Pvt Ltd,Secondary Sales,22/02/2024,22/02/2024,,0.00,Blue Earth Capital AG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.1,1,0,0,Professional & Commercial Services,Environmental Services & Equipment,Industrials,Industrial & Commercial Services,"Waste Management, Disposal & Recycling Services",22/02/2024,India,22/02/2024,22/02/2024,22/02/2024,22/02/2024,22/02/2024,22/02/2024,22/02/2024,22/02/2024
154084920317,Thyrocare Technologies Ltd,IPO,23/06/2014,04/05/2016,,71.94,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.4,1,1,0,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Medical & Diagnostic Laboratories,04/05/2016,India,23/06/2014,04/05/2016,04/05/2016,23/06/2014,04/05/2016,04/05/2016,23/06/2014,04/05/2016
154088554771,Spalon India Pvt Ltd,Merger,12/07/2024,12/07/2024,,0.00,Jcb Salons Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.5,1,0,0,Personal & Household Products & Services,Personal Services,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal Care Services,12/07/2024,India,12/07/2024,12/07/2024,12/07/2024,12/07/2024,12/07/2024,12/07/2024,12/07/2024,12/07/2024
154087846657,Infocredit Services Pvt Ltd,Merger,29/11/2022,29/11/2022,,0.00,Dreamplug Technologies Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.5,1,0,0,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) (NEC),29/11/2022,India,29/11/2022,29/11/2022,29/11/2022,29/11/2022,29/11/2022,29/11/2022,29/11/2022,29/11/2022
154088593129,Eris Lifesciences Ltd,Merger,22/08/2024,22/08/2024,,0.00,Lilac Investments Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.0,1,0,0,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),22/08/2024,India,22/08/2024,22/08/2024,22/08/2024,22/08/2024,22/08/2024,22/08/2024,22/08/2024,22/08/2024
154082955478,CommonFloor.com Inc,Merger,08/01/2016,08/01/2016,,0.00,Quikr Mauritius Holding Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.0,1,0,0,Real Estate Operations,Real Estate Services,Real Estate,Real Estate,Residential Real Estate Services,08/01/2016,India,08/01/2016,08/01/2016,08/01/2016,08/01/2016,08/01/2016,08/01/2016,08/01/2016,08/01/2016
154088729146,Intelligencenode Consulting Pvt Ltd,Merger,05/12/2024,05/12/2024,,0.00,Interpublic Group of Cos Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.3,1,0,0,Software & IT Services,IT Services & Consulting,Technology,Software & IT Services,IT Services & Consulting (NEC),05/12/2024,India,05/12/2024,05/12/2024,05/12/2024,05/12/2024,05/12/2024,05/12/2024,05/12/2024,05/12/2024
154087911379,Capricorn MeraCashier Pvt Ltd,Merger,17/02/2023,17/02/2023,,0.00,Internovo Ventures Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.9,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),17/02/2023,India,17/02/2023,17/02/2023,17/02/2023,17/02/2023,17/02/2023,17/02/2023,17/02/2023,17/02/2023
154082991193,Samhi Hotels Ltd,Secondary Sales,01/01/2016,01/01/2016,,0.00,Vanbridge LLC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.2,1,0,0,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Consumer Cyclicals,Cyclical Consumer Services,Hotels & Motels,01/01/2016,India,01/01/2016,01/01/2016,01/01/2016,01/01/2016,01/01/2016,01/01/2016,01/01/2016,01/01/2016
154083013098,Inopen Technologies Pvt Ltd,Merger,11/02/2016,11/02/2016,,0.00,Next Education India Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.5,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Application Software,11/02/2016,India,11/02/2016,11/02/2016,11/02/2016,11/02/2016,11/02/2016,11/02/2016,11/02/2016,11/02/2016
154083023093,Amoeba Webware Pvt Ltd,Merger,18/02/2016,18/02/2016,,0.00,Crossroads India Assistance Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.9,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Application Software,18/02/2016,India,18/02/2016,18/02/2016,18/02/2016,18/02/2016,18/02/2016,18/02/2016,18/02/2016,18/02/2016
154083038750,Innovative Foods Ltd,Secondary Sales,16/12/2015,30/01/2016,,0.00,Peepul Capital Fund III LLC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.9,1,0,0,Food & Tobacco,Food Processing,Consumer Non-Cyclicals,Food & Beverages,Food Processing (NEC),30/01/2016,India,16/12/2015,30/01/2016,30/01/2016,16/12/2015,30/01/2016,30/01/2016,16/12/2015,30/01/2016
154083047663,Classic Stripes Aka CSPL Pvt Ltd,Merger,11/03/2016,06/04/2016,,0.00,Navis Zebra Holding Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.8,1,0,0,Professional & Commercial Services,Commercial Printing Services,Industrials,Industrial & Commercial Services,Commercial Printing Services (NEC),06/04/2016,India,11/03/2016,06/04/2016,06/04/2016,11/03/2016,06/04/2016,06/04/2016,11/03/2016,06/04/2016
154083057848,Insightful Labs Inc.,Merger,05/05/2016,05/05/2016,,0.00,Snapdeal Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),05/05/2016,India,05/05/2016,05/05/2016,05/05/2016,05/05/2016,05/05/2016,05/05/2016,05/05/2016,05/05/2016
154083068721,Handy Home Solutions Pvt Ltd,Merger,22/01/2016,22/01/2016,,0.00,UrbanClap Technologies India Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6,1,0,0,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),22/01/2016,India,22/01/2016,22/01/2016,22/01/2016,22/01/2016,22/01/2016,22/01/2016,22/01/2016,22/01/2016
154084941667,PNB Housing Finance Ltd,IPO,16/10/2015,01/11/2016,,450.15,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7,1,1,0,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),01/11/2016,India,16/10/2015,01/11/2016,01/11/2016,16/10/2015,01/11/2016,01/11/2016,16/10/2015,01/11/2016
154083116208,RiverSilica Technologies Pvt Ltd,Merger,20/01/2016,20/01/2016,,0.00,Intellimedia Networks Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.1,1,0,0,"Computers, Phones & Household Electronics",Computer Hardware,Technology,Technology Equipment,Scientific & Super Computers,20/01/2016,India,20/01/2016,20/01/2016,20/01/2016,20/01/2016,20/01/2016,20/01/2016,20/01/2016,20/01/2016
154083165646,Cryptopy Technologies Pvt Ltd,Merger,21/11/2016,21/11/2016,,0.00,Quikr India Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.8,1,0,0,Software & IT Services,Online Services,Technology,Software & IT Services,Search Engines,21/11/2016,India,21/11/2016,21/11/2016,21/11/2016,21/11/2016,21/11/2016,21/11/2016,21/11/2016,21/11/2016
154083174652,Angels Health Pvt Ltd,Merger,14/12/2016,14/12/2016,,0.00,Bright Lifecare Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.5,1,0,0,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),14/12/2016,India,14/12/2016,14/12/2016,14/12/2016,14/12/2016,14/12/2016,14/12/2016,14/12/2016,14/12/2016
154083182125,Framebench Technologies Pvt Ltd,Merger,22/02/2016,22/02/2016,,0.00,Freshdesk Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Application Software,22/02/2016,India,22/02/2016,22/02/2016,22/02/2016,22/02/2016,22/02/2016,22/02/2016,22/02/2016,22/02/2016
154083185865,PipeMonk,Merger,04/01/2017,04/01/2017,,0.00,Freshdesk Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.6,1,0,0,Software & IT Services,IT Services & Consulting,Technology,Software & IT Services,IT Services & Consulting (NEC),04/01/2017,India,04/01/2017,04/01/2017,04/01/2017,04/01/2017,04/01/2017,04/01/2017,04/01/2017,04/01/2017
154083181567,Sarovar Hotels & Resorts,Merger,22/12/2016,22/12/2016,,0.00,Louvre Hotels Group SAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.0,1,0,0,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Consumer Cyclicals,Cyclical Consumer Services,Luxury Hotels,22/12/2016,India,22/12/2016,22/12/2016,22/12/2016,22/12/2016,22/12/2016,22/12/2016,22/12/2016,22/12/2016
154083194927,Techprocess Solutions Ltd,Merger,30/01/2017,22/02/2017,,0.00,Ingenico Group SA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.2,1,0,0,Professional & Commercial Services,Business Support Services,Industrials,Industrial & Commercial Services,Transaction & Payment Services,22/02/2017,India,30/01/2017,22/02/2017,22/02/2017,30/01/2017,22/02/2017,22/02/2017,30/01/2017,22/02/2017
154084943994,Capacite Infraprojects Ltd,IPO,07/03/2017,19/09/2017,,62.21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1,1,1,0,Construction & Engineering,Construction & Engineering,Industrials,Industrial & Commercial Services,Civil Engineers & Architects,19/09/2017,India,07/03/2017,19/09/2017,19/09/2017,07/03/2017,19/09/2017,19/09/2017,07/03/2017,19/09/2017
154083280708,Sokrati,Merger,27/07/2017,27/07/2017,,0.00,Merkle Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.4,1,0,0,Media & Publishing,Advertising & Marketing,Consumer Cyclicals,Cyclical Consumer Services,Advertising & Marketing (NEC),27/07/2017,India,27/07/2017,27/07/2017,27/07/2017,27/07/2017,27/07/2017,27/07/2017,27/07/2017,27/07/2017
154083287993,Creo,Merger,11/08/2017,11/08/2017,,0.00,Hike Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),11/08/2017,India,11/08/2017,11/08/2017,11/08/2017,11/08/2017,11/08/2017,11/08/2017,11/08/2017,11/08/2017
154084950493,Mytrah Energy India Pvt Ltd,IPO,17/07/2016,17/07/2016,,100.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.9,1,1,0,Electric Utilities & IPPs,Independent Power Producers,Utilities,Utilities,Independent Power Producers (NEC),17/07/2016,India,17/07/2016,17/07/2016,17/07/2016,17/07/2016,17/07/2016,17/07/2016,17/07/2016,17/07/2016
154084952004,ICICI Lombard General Insurance Company Ltd,IPO,07/09/2017,21/09/2017,,879.77,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.9,1,1,0,Insurance,Multiline Insurance & Brokers,Financials,Insurance,Multiline Insurance & Brokers (NEC),21/09/2017,India,07/09/2017,21/09/2017,21/09/2017,07/09/2017,21/09/2017,21/09/2017,07/09/2017,21/09/2017
154084943295,Sbi Life Insurance Company Ltd,IPO,17/07/2017,25/09/2017,,"1,289.88",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8,1,1,0,Insurance,Life & Health Insurance,Financials,Insurance,Life Insurance,25/09/2017,India,17/07/2017,25/09/2017,25/09/2017,17/07/2017,25/09/2017,25/09/2017,17/07/2017,25/09/2017
154084925991,Consim Info Pvt Ltd,IPO,05/02/2015,14/09/2017,,78.37,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.1,1,1,0,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),14/09/2017,India,05/02/2015,14/09/2017,14/09/2017,05/02/2015,14/09/2017,14/09/2017,05/02/2015,14/09/2017
154083684226,S-Cube Futuretech Pvt Ltd,Merger,31/12/2017,31/12/2017,,0.00,Bentley Systems Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2,1,0,0,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),31/12/2017,India,31/12/2017,31/12/2017,31/12/2017,31/12/2017,31/12/2017,31/12/2017,31/12/2017,31/12/2017
154083684213,Shubham Housing Development Finance Company Ltd,Merger,23/01/2018,23/01/2018,,0.00,PI International Holdings LLC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.1,1,0,0,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Consumer Lending (NEC),23/01/2018,India,23/01/2018,23/01/2018,23/01/2018,23/01/2018,23/01/2018,23/01/2018,23/01/2018,23/01/2018
154083306760,Continental Warehousing Corporation Ltd,Merger,18/03/2018,18/07/2018,,0.00,Hindustan Infralog Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.3,1,0,0,Transport Infrastructure,Marine Port Services,Industrials,Transportation,Marine Cargo Handling Services,18/07/2018,India,18/03/2018,18/07/2018,18/07/2018,18/03/2018,18/07/2018,18/07/2018,18/03/2018,18/07/2018
154083213516,Manipal Health Enterprises Pvt Ltd,Secondary Sales,18/09/2017,18/09/2017,,0.00,Temasek Holdings Pte Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.8,1,0,0,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Ambulance & Emergency Services,18/09/2017,India,18/09/2017,18/09/2017,18/09/2017,18/09/2017,18/09/2017,18/09/2017,18/09/2017,18/09/2017
154084939499,Lemon Tree Hotels Ltd,IPO,11/01/2016,02/04/2018,,159.50,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.7,1,1,0,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Consumer Cyclicals,Cyclical Consumer Services,Hotels & Motels,02/04/2018,India,11/01/2016,02/04/2018,02/04/2018,11/01/2016,02/04/2018,02/04/2018,11/01/2016,02/04/2018
154085075103,Ostro Energy Pvt Ltd,Merger,02/04/2018,02/04/2018,,0.00,ReNew Power Ventures Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.1,1,0,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Electrical Equipment,Industrials,Industrial Goods,Turbine Manufacturing,02/04/2018,India,02/04/2018,02/04/2018,02/04/2018,02/04/2018,02/04/2018,02/04/2018,02/04/2018,02/04/2018
154085092159,AVTEC Ltd,Merger,19/04/2018,19/04/2018,,0.00,CK Birla Group,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,1,0,0,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts (NEC)",19/04/2018,India,19/04/2018,19/04/2018,19/04/2018,19/04/2018,19/04/2018,19/04/2018,19/04/2018,19/04/2018
34392858348,AVTEC Ltd,Secondary Sales,15/04/2013,15/04/2013,,0.00,Warburg Pincus LLC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.1,1,0,0,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts (NEC)",15/04/2013,India,15/04/2013,15/04/2013,15/04/2013,15/04/2013,15/04/2013,15/04/2013,15/04/2013,15/04/2013
154085066538,E2E Networks Ltd,IPO,16/03/2018,16/03/2018,,3.38,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.9,1,1,0,Communications & Networking,Communications & Networking,Technology,Technology Equipment,Network Equipment,16/03/2018,India,16/03/2018,16/03/2018,16/03/2018,16/03/2018,16/03/2018,16/03/2018,16/03/2018,16/03/2018
154085092001,Arohan Financial Services Ltd,Secondary Sales,19/04/2018,19/04/2018,,0.00,TR Capital III,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.5,1,0,0,Banking Services,Corporate Financial Services,Financials,Banking & Investment Services,Corporate Financial Services (NEC),19/04/2018,India,19/04/2018,19/04/2018,19/04/2018,19/04/2018,19/04/2018,19/04/2018,19/04/2018,19/04/2018
154085072287,Crystal Crop Protection,IPO,10/05/2017,10/05/2017,,154.82,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.5,1,1,0,Chemicals,Agricultural Chemicals,Basic Materials,Chemicals,Pesticides,10/05/2017,India,10/05/2017,10/05/2017,10/05/2017,10/05/2017,10/05/2017,10/05/2017,10/05/2017,10/05/2017
154084918892,Renew Power Pvt Ltd,IPO,07/08/2014,07/08/2014,,900.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.9,1,1,0,Electric Utilities & IPPs,Independent Power Producers,Utilities,Utilities,Independent Power Producers (NEC),07/08/2014,India,07/08/2014,07/08/2014,07/08/2014,07/08/2014,07/08/2014,07/08/2014,07/08/2014,07/08/2014
154082873084,Kiran Energy Solar Power Pvt Ltd,Merger,11/05/2018,11/05/2018,,0.00,Hinduja National Power Corp Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.8,1,0,0,Electric Utilities & IPPs,Electric Utilities,Utilities,Utilities,Electric Utilities (NEC),11/05/2018,India,11/05/2018,11/05/2018,11/05/2018,11/05/2018,11/05/2018,11/05/2018,11/05/2018,11/05/2018
154085112049,Vishal Mega Mart Pvt Ltd,Secondary Sales,21/05/2018,31/12/2018,,0.00,Investor Group,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6,1,0,0,Specialty Retailers,Apparel & Accessories Retailers,Consumer Cyclicals,Retailers,Apparel & Accessories Retailers (NEC),31/12/2018,India,21/05/2018,31/12/2018,31/12/2018,21/05/2018,31/12/2018,31/12/2018,21/05/2018,31/12/2018
154085123251,AGS Transact Technologies Ltd,Merger,23/03/2018,12/04/2018,,0.00,Vineha Enterprises Pvt Ltd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.8,1,0,0,Professional & Commercial Services,Business Support Services,Industrials,Industrial & Commercial Services,Transaction & Payment Services,12/04/2018,India,23/03/2018,12/04/2018,12/04/2018,23/03/2018,12/04/2018,12/04/2018,23/03/2018,12/04/2018
