"sdc_deal_number","company_name","exit_type","date_announced_filed","date_completed_issued","ticker","proceeds_amt_overallot_sold_all_markets_usd","acquiror_name","rank_value_incl_net_debt_sum_usd","rank_value_incl_net_debt_average_usd","rank_value_incl_net_debt_median_usd","m_a_deal_value_average_usd","m_a_deal_value_sum_usd","m_a_deal_value_median_usd","value_of_earnout_average_usd","value_of_earnout_sum_usd","value_of_earnout_median_usd","purchase_price_average_usd","purchase_price_sum_usd","purchase_price_median_usd","time_to_exit_years","no_of_deals","no_of_ipos","no_of_deals_w_m_a_deal_value","exit_portfolio_company_trbc_industry_group","exit_portfolio_company_trbc_industry","exit_portfolio_company_trbc_economic_sector","exit_portfolio_company_trbc_business_sector","exit_portfolio_company_trbc_activity","exit_date_completed_issued_30","exit_portfolio_company_nation","exit_date_announced_filed_32","exit_date_completed_issued_33","exit_date_completed_issued_34","exit_date_announced_filed_35","exit_date_completed_issued_36","exit_date_completed_issued_37","exit_date_announced_filed_38","exit_date_completed_issued_39","exit_year","company","exit_value","sector"
"154082991193","Samhi Hotels Ltd","Secondary Sales","01/01/2016","01/01/2016",NA,0,"Vanbridge LLC",0,0,0,0,0,0,0,0,0,0,0,0,4.2,1,0,0,"Hotels & Entertainment Services","Hotels, Motels & Cruise Lines","Consumer Cyclicals","Cyclical Consumer Services","Hotels & Motels","01/01/2016","India","01/01/2016","01/01/2016","01/01/2016","01/01/2016","01/01/2016","01/01/2016","01/01/2016","01/01/2016",NA,"Samhi Hotels Ltd",154082991193,"Hotels & Entertainment Services"
"154083013098","Inopen Technologies Pvt Ltd","Merger","11/02/2016","11/02/2016",NA,0,"Next Education India Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","11/02/2016","India","11/02/2016","11/02/2016","11/02/2016","11/02/2016","11/02/2016","11/02/2016","11/02/2016","11/02/2016",NA,"Inopen Technologies Pvt Ltd",154083013098,"Software & IT Services"
"154083023093","Amoeba Webware Pvt Ltd","Merger","18/02/2016","18/02/2016",NA,0,"Crossroads India Assistance Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.9,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","18/02/2016","India","18/02/2016","18/02/2016","18/02/2016","18/02/2016","18/02/2016","18/02/2016","18/02/2016","18/02/2016",NA,"Amoeba Webware Pvt Ltd",154083023093,"Software & IT Services"
"154083038750","Innovative Foods Ltd","Secondary Sales","16/12/2015","30/01/2016",NA,0,"Peepul Capital Fund III LLC",0,0,0,0,0,0,0,0,0,0,0,0,4.9,1,0,0,"Food & Tobacco","Food Processing","Consumer Non-Cyclicals","Food & Beverages","Food Processing (NEC)","30/01/2016","India","16/12/2015","30/01/2016","30/01/2016","16/12/2015","30/01/2016","30/01/2016","16/12/2015","30/01/2016",NA,"Innovative Foods Ltd",154083038750,"Food & Tobacco"
"154083047663","Classic Stripes Aka CSPL Pvt Ltd","Merger","11/03/2016","06/04/2016",NA,0,"Navis Zebra Holding Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.8,1,0,0,"Professional & Commercial Services","Commercial Printing Services","Industrials","Industrial & Commercial Services","Commercial Printing Services (NEC)","06/04/2016","India","11/03/2016","06/04/2016","06/04/2016","11/03/2016","06/04/2016","06/04/2016","11/03/2016","06/04/2016",NA,"Classic Stripes Aka CSPL Pvt Ltd",154083047663,"Professional & Commercial Services"
"154083057848","Insightful Labs Inc.","Merger","05/05/2016","05/05/2016",NA,0,"Snapdeal Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1.6,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","05/05/2016","India","05/05/2016","05/05/2016","05/05/2016","05/05/2016","05/05/2016","05/05/2016","05/05/2016","05/05/2016",NA,"Insightful Labs Inc.",154083057848,"Software & IT Services"
"154083068721","Handy Home Solutions Pvt Ltd","Merger","22/01/2016","22/01/2016",NA,0,"UrbanClap Technologies India Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","22/01/2016","India","22/01/2016","22/01/2016","22/01/2016","22/01/2016","22/01/2016","22/01/2016","22/01/2016","22/01/2016",NA,"Handy Home Solutions Pvt Ltd",154083068721,"Software & IT Services"
"154084941667","PNB Housing Finance Ltd","IPO","16/10/2015","01/11/2016",NA,450.15,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","01/11/2016","India","16/10/2015","01/11/2016","01/11/2016","16/10/2015","01/11/2016","01/11/2016","16/10/2015","01/11/2016",NA,"PNB Housing Finance Ltd",154084941667,"Banking Services"
"154083116208","RiverSilica Technologies Pvt Ltd","Merger","20/01/2016","20/01/2016",NA,0,"Intellimedia Networks Inc",0,0,0,0,0,0,0,0,0,0,0,0,5.1,1,0,0,"Computers, Phones & Household Electronics","Computer Hardware","Technology","Technology Equipment","Scientific & Super Computers","20/01/2016","India","20/01/2016","20/01/2016","20/01/2016","20/01/2016","20/01/2016","20/01/2016","20/01/2016","20/01/2016",NA,"RiverSilica Technologies Pvt Ltd",154083116208,"Computers, Phones & Household Electronics"
"154083165646","Cryptopy Technologies Pvt Ltd","Merger","21/11/2016","21/11/2016",NA,0,"Quikr India Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,2.8,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Search Engines","21/11/2016","India","21/11/2016","21/11/2016","21/11/2016","21/11/2016","21/11/2016","21/11/2016","21/11/2016","21/11/2016",NA,"Cryptopy Technologies Pvt Ltd",154083165646,"Software & IT Services"
"154083174652","Angels Health Pvt Ltd","Merger","14/12/2016","14/12/2016",NA,0,"Bright Lifecare Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","14/12/2016","India","14/12/2016","14/12/2016","14/12/2016","14/12/2016","14/12/2016","14/12/2016","14/12/2016","14/12/2016",NA,"Angels Health Pvt Ltd",154083174652,"Software & IT Services"
"154083182125","Framebench Technologies Pvt Ltd","Merger","22/02/2016","22/02/2016",NA,0,"Freshdesk Inc",0,0,0,0,0,0,0,0,0,0,0,0,3.6,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","22/02/2016","India","22/02/2016","22/02/2016","22/02/2016","22/02/2016","22/02/2016","22/02/2016","22/02/2016","22/02/2016",NA,"Framebench Technologies Pvt Ltd",154083182125,"Software & IT Services"
"154083185865","PipeMonk","Merger","04/01/2017","04/01/2017",NA,0,"Freshdesk Inc",0,0,0,0,0,0,0,0,0,0,0,0,2.6,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","04/01/2017","India","04/01/2017","04/01/2017","04/01/2017","04/01/2017","04/01/2017","04/01/2017","04/01/2017","04/01/2017",NA,"PipeMonk",154083185865,"Software & IT Services"
"154083181567","Sarovar Hotels & Resorts","Merger","22/12/2016","22/12/2016",NA,0,"Louvre Hotels Group SAS",0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,"Hotels & Entertainment Services","Hotels, Motels & Cruise Lines","Consumer Cyclicals","Cyclical Consumer Services","Luxury Hotels","22/12/2016","India","22/12/2016","22/12/2016","22/12/2016","22/12/2016","22/12/2016","22/12/2016","22/12/2016","22/12/2016",NA,"Sarovar Hotels & Resorts",154083181567,"Hotels & Entertainment Services"
"154083194927","Techprocess Solutions Ltd","Merger","30/01/2017","22/02/2017",NA,0,"Ingenico Group SA",0,0,0,0,0,0,0,0,0,0,0,0,16.2,1,0,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Transaction & Payment Services","22/02/2017","India","30/01/2017","22/02/2017","22/02/2017","30/01/2017","22/02/2017","22/02/2017","30/01/2017","22/02/2017",NA,"Techprocess Solutions Ltd",154083194927,"Professional & Commercial Services"
"154084943994","Capacite Infraprojects Ltd","IPO","07/03/2017","19/09/2017",NA,62.21,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,1,0,"Construction & Engineering","Construction & Engineering","Industrials","Industrial & Commercial Services","Civil Engineers & Architects","19/09/2017","India","07/03/2017","19/09/2017","19/09/2017","07/03/2017","19/09/2017","19/09/2017","07/03/2017","19/09/2017",NA,"Capacite Infraprojects Ltd",154084943994,"Construction & Engineering"
"154083280708","Sokrati","Merger","27/07/2017","27/07/2017",NA,0,"Merkle Inc",0,0,0,0,0,0,0,0,0,0,0,0,6.4,1,0,0,"Media & Publishing","Advertising & Marketing","Consumer Cyclicals","Cyclical Consumer Services","Advertising & Marketing (NEC)","27/07/2017","India","27/07/2017","27/07/2017","27/07/2017","27/07/2017","27/07/2017","27/07/2017","27/07/2017","27/07/2017",NA,"Sokrati",154083280708,"Media & Publishing"
"154083287993","Creo","Merger","11/08/2017","11/08/2017",NA,0,"Hike Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1.6,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","11/08/2017","India","11/08/2017","11/08/2017","11/08/2017","11/08/2017","11/08/2017","11/08/2017","11/08/2017","11/08/2017",NA,"Creo",154083287993,"Software & IT Services"
"154084950493","Mytrah Energy India Pvt Ltd","IPO","17/07/2016","17/07/2016",NA,100,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1,1,0,"Electric Utilities & IPPs","Independent Power Producers","Utilities","Utilities","Independent Power Producers (NEC)","17/07/2016","India","17/07/2016","17/07/2016","17/07/2016","17/07/2016","17/07/2016","17/07/2016","17/07/2016","17/07/2016",NA,"Mytrah Energy India Pvt Ltd",154084950493,"Electric Utilities & IPPs"
"154084952004","ICICI Lombard General Insurance Company Ltd","IPO","07/09/2017","21/09/2017",NA,879.77,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1,1,0,"Insurance","Multiline Insurance & Brokers","Financials","Insurance","Multiline Insurance & Brokers (NEC)","21/09/2017","India","07/09/2017","21/09/2017","21/09/2017","07/09/2017","21/09/2017","21/09/2017","07/09/2017","21/09/2017",NA,"ICICI Lombard General Insurance Company Ltd",154084952004,"Insurance"
"154084943295","Sbi Life Insurance Company Ltd","IPO","17/07/2017","25/09/2017",NA,1289.88,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,1,0,"Insurance","Life & Health Insurance","Financials","Insurance","Life Insurance","25/09/2017","India","17/07/2017","25/09/2017","25/09/2017","17/07/2017","25/09/2017","25/09/2017","17/07/2017","25/09/2017",NA,"Sbi Life Insurance Company Ltd",154084943295,"Insurance"
"154084925991","Consim Info Pvt Ltd","IPO","05/02/2015","14/09/2017",NA,78.37,NA,0,0,0,0,0,0,0,0,0,0,0,0,11.1,1,1,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","14/09/2017","India","05/02/2015","14/09/2017","14/09/2017","05/02/2015","14/09/2017","14/09/2017","05/02/2015","14/09/2017",NA,"Consim Info Pvt Ltd",154084925991,"Software & IT Services"
"154083684226","S-Cube Futuretech Pvt Ltd","Merger","31/12/2017","31/12/2017",NA,0,"Bentley Systems Inc",0,0,0,0,0,0,0,0,0,0,0,0,2.2,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","31/12/2017","India","31/12/2017","31/12/2017","31/12/2017","31/12/2017","31/12/2017","31/12/2017","31/12/2017","31/12/2017",NA,"S-Cube Futuretech Pvt Ltd",154083684226,"Software & IT Services"
"154083684213","Shubham Housing Development Finance Company Ltd","Merger","23/01/2018","23/01/2018",NA,0,"PI International Holdings LLC",0,0,0,0,0,0,0,0,0,0,0,0,7.1,1,0,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","23/01/2018","India","23/01/2018","23/01/2018","23/01/2018","23/01/2018","23/01/2018","23/01/2018","23/01/2018","23/01/2018",NA,"Shubham Housing Development Finance Company Ltd",154083684213,"Banking Services"
"154083306760","Continental Warehousing Corporation Ltd","Merger","18/03/2018","18/07/2018",NA,0,"Hindustan Infralog Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,7.3,1,0,0,"Transport Infrastructure","Marine Port Services","Industrials","Transportation","Marine Cargo Handling Services","18/07/2018","India","18/03/2018","18/07/2018","18/07/2018","18/03/2018","18/07/2018","18/07/2018","18/03/2018","18/07/2018",NA,"Continental Warehousing Corporation Ltd",154083306760,"Transport Infrastructure"
"154083213516","Manipal Health Enterprises Pvt Ltd","Secondary Sales","18/09/2017","18/09/2017",NA,0,"Temasek Holdings Pte Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.8,1,0,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Ambulance & Emergency Services","18/09/2017","India","18/09/2017","18/09/2017","18/09/2017","18/09/2017","18/09/2017","18/09/2017","18/09/2017","18/09/2017",NA,"Manipal Health Enterprises Pvt Ltd",154083213516,"Healthcare Providers & Services"
"154084939499","Lemon Tree Hotels Ltd","IPO","11/01/2016","02/04/2018",NA,159.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,11.7,1,1,0,"Hotels & Entertainment Services","Hotels, Motels & Cruise Lines","Consumer Cyclicals","Cyclical Consumer Services","Hotels & Motels","02/04/2018","India","11/01/2016","02/04/2018","02/04/2018","11/01/2016","02/04/2018","02/04/2018","11/01/2016","02/04/2018",NA,"Lemon Tree Hotels Ltd",154084939499,"Hotels & Entertainment Services"
"154085075103","Ostro Energy Pvt Ltd","Merger","02/04/2018","02/04/2018",NA,0,"ReNew Power Ventures Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.1,1,0,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships","Heavy Electrical Equipment","Industrials","Industrial Goods","Turbine Manufacturing","02/04/2018","India","02/04/2018","02/04/2018","02/04/2018","02/04/2018","02/04/2018","02/04/2018","02/04/2018","02/04/2018",NA,"Ostro Energy Pvt Ltd",154085075103,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
"154085092159","AVTEC Ltd","Merger","19/04/2018","19/04/2018",NA,0,"CK Birla Group",0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,"Automobiles & Auto Parts","Auto, Truck & Motorcycle Parts","Consumer Cyclicals","Automobiles & Auto Parts","Auto, Truck & Motorcycle Parts (NEC)","19/04/2018","India","19/04/2018","19/04/2018","19/04/2018","19/04/2018","19/04/2018","19/04/2018","19/04/2018","19/04/2018",NA,"AVTEC Ltd",154085092159,"Automobiles & Auto Parts"
"34392858348","AVTEC Ltd","Secondary Sales","15/04/2013","15/04/2013",NA,0,"Warburg Pincus LLC",0,0,0,0,0,0,0,0,0,0,0,0,8.1,1,0,0,"Automobiles & Auto Parts","Auto, Truck & Motorcycle Parts","Consumer Cyclicals","Automobiles & Auto Parts","Auto, Truck & Motorcycle Parts (NEC)","15/04/2013","India","15/04/2013","15/04/2013","15/04/2013","15/04/2013","15/04/2013","15/04/2013","15/04/2013","15/04/2013",NA,"AVTEC Ltd",34392858348,"Automobiles & Auto Parts"
"154085066538","E2E Networks Ltd","IPO","16/03/2018","16/03/2018",NA,3.38,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1,1,0,"Communications & Networking","Communications & Networking","Technology","Technology Equipment","Network Equipment","16/03/2018","India","16/03/2018","16/03/2018","16/03/2018","16/03/2018","16/03/2018","16/03/2018","16/03/2018","16/03/2018",NA,"E2E Networks Ltd",154085066538,"Communications & Networking"
"154085092001","Arohan Financial Services Ltd","Secondary Sales","19/04/2018","19/04/2018",NA,0,"TR Capital III",0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,0,0,"Banking Services","Corporate Financial Services","Financials","Banking & Investment Services","Corporate Financial Services (NEC)","19/04/2018","India","19/04/2018","19/04/2018","19/04/2018","19/04/2018","19/04/2018","19/04/2018","19/04/2018","19/04/2018",NA,"Arohan Financial Services Ltd",154085092001,"Banking Services"
"154085072287","Crystal Crop Protection","IPO","10/05/2017","10/05/2017",NA,154.82,NA,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,1,0,"Chemicals","Agricultural Chemicals","Basic Materials","Chemicals","Pesticides","10/05/2017","India","10/05/2017","10/05/2017","10/05/2017","10/05/2017","10/05/2017","10/05/2017","10/05/2017","10/05/2017",NA,"Crystal Crop Protection",154085072287,"Chemicals"
"154084918892","Renew Power Pvt Ltd","IPO","07/08/2014","07/08/2014",NA,900,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1,1,0,"Electric Utilities & IPPs","Independent Power Producers","Utilities","Utilities","Independent Power Producers (NEC)","07/08/2014","India","07/08/2014","07/08/2014","07/08/2014","07/08/2014","07/08/2014","07/08/2014","07/08/2014","07/08/2014",NA,"Renew Power Pvt Ltd",154084918892,"Electric Utilities & IPPs"
"154082873084","Kiran Energy Solar Power Pvt Ltd","Merger","11/05/2018","11/05/2018",NA,0,"Hinduja National Power Corp Ltd",0,0,0,0,0,0,0,0,0,0,0,0,7.8,1,0,0,"Electric Utilities & IPPs","Electric Utilities","Utilities","Utilities","Electric Utilities (NEC)","11/05/2018","India","11/05/2018","11/05/2018","11/05/2018","11/05/2018","11/05/2018","11/05/2018","11/05/2018","11/05/2018",NA,"Kiran Energy Solar Power Pvt Ltd",154082873084,"Electric Utilities & IPPs"
"154085112049","Vishal Mega Mart Pvt Ltd","Secondary Sales","21/05/2018","31/12/2018",NA,0,"Investor Group",0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,"Specialty Retailers","Apparel & Accessories Retailers","Consumer Cyclicals","Retailers","Apparel & Accessories Retailers (NEC)","31/12/2018","India","21/05/2018","31/12/2018","31/12/2018","21/05/2018","31/12/2018","31/12/2018","21/05/2018","31/12/2018",NA,"Vishal Mega Mart Pvt Ltd",154085112049,"Specialty Retailers"
"154085123251","AGS Transact Technologies Ltd","Merger","23/03/2018","12/04/2018",NA,0,"Vineha Enterprises Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,6.8,1,0,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Transaction & Payment Services","12/04/2018","India","23/03/2018","12/04/2018","12/04/2018","23/03/2018","12/04/2018","12/04/2018","23/03/2018","12/04/2018",NA,"AGS Transact Technologies Ltd",154085123251,"Professional & Commercial Services"
"154084934462","Hinduja Leyland finance Ltd","IPO","01/09/2015","01/09/2015",NA,150.66,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,1,0,"Banking Services","Corporate Financial Services","Financials","Banking & Investment Services","Corporate Financial Services (NEC)","01/09/2015","India","01/09/2015","01/09/2015","01/09/2015","01/09/2015","01/09/2015","01/09/2015","01/09/2015","01/09/2015",NA,"Hinduja Leyland finance Ltd",154084934462,"Banking Services"
"154085133149","Varroc Engineering Ltd","IPO","28/03/2018","05/07/2018",NA,283.93,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1,1,0,"Automobiles & Auto Parts","Auto, Truck & Motorcycle Parts","Consumer Cyclicals","Automobiles & Auto Parts","Auto, Truck & Motorcycle Parts (NEC)","05/07/2018","India","28/03/2018","05/07/2018","05/07/2018","28/03/2018","05/07/2018","05/07/2018","28/03/2018","05/07/2018",NA,"Varroc Engineering Ltd",154085133149,"Automobiles & Auto Parts"
"154085156739","TBO Tek Ltd","Secondary Sales","18/07/2018","19/07/2018",NA,0,"Standard Chartered Private Equity Ltd",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","19/07/2018","India","18/07/2018","19/07/2018","19/07/2018","18/07/2018","19/07/2018","19/07/2018","18/07/2018","19/07/2018",NA,"TBO Tek Ltd",154085156739,"Software & IT Services"
"154085163956","CreditAccess Grameen Ltd","IPO","24/01/2018","13/08/2018",NA,160.03,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.4,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Microfinancing","13/08/2018","India","24/01/2018","13/08/2018","13/08/2018","24/01/2018","13/08/2018","13/08/2018","24/01/2018","13/08/2018",NA,"CreditAccess Grameen Ltd",154085163956,"Banking Services"
"154085172782","M/S Last Brands Pvt Ltd","Merger","11/08/2018","11/08/2018",NA,0,"Oravel Stays Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,2.6,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","11/08/2018","India","11/08/2018","11/08/2018","11/08/2018","11/08/2018","11/08/2018","11/08/2018","11/08/2018","11/08/2018",NA,"M/S Last Brands Pvt Ltd",154085172782,"Software & IT Services"
"154085177258","Get Driven Technologies Pvt Ltd","Merger","04/05/2017","04/05/2017",NA,0,"Humble Mobile Solutions Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Passenger Transportation Services","Passenger Transportation, Ground & Sea","Industrials","Transportation","Passenger Car Rental","04/05/2017","India","04/05/2017","04/05/2017","04/05/2017","04/05/2017","04/05/2017","04/05/2017","04/05/2017","04/05/2017",NA,"Get Driven Technologies Pvt Ltd",154085177258,"Passenger Transportation Services"
"154084970355","Tejas Networks Ltd","IPO","13/09/2016","23/06/2017",NA,120.45,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.7,1,1,0,"Healthcare Equipment & Supplies","Medical Equipment, Supplies & Distribution","Healthcare","Healthcare Services & Equipment","Glasses, Spectacles & Contact Lenses","23/06/2017","India","13/09/2016","23/06/2017","23/06/2017","13/09/2016","23/06/2017","23/06/2017","13/09/2016","23/06/2017",NA,"Tejas Networks Ltd",154084970355,"Healthcare Equipment & Supplies"
"154085200946","Mubble Networks Pvt Ltd","Merger","24/09/2018","24/09/2018",NA,0,"Obopay Mobile Technology India Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Mobile Application Software","24/09/2018","India","24/09/2018","24/09/2018","24/09/2018","24/09/2018","24/09/2018","24/09/2018","24/09/2018","24/09/2018",NA,"Mubble Networks Pvt Ltd",154085200946,"Software & IT Services"
"154085169275","Manjushree Technopack Ltd","Merger","11/10/2018","11/10/2018",NA,0,"Advent International Corp",0,0,0,0,0,0,0,0,0,0,0,0,3.6,1,0,0,"Containers & Packaging","Non-Paper Containers & Packaging","Basic Materials","Applied Resources","Plastic Containers & Packaging","11/10/2018","India","11/10/2018","11/10/2018","11/10/2018","11/10/2018","11/10/2018","11/10/2018","11/10/2018","11/10/2018",NA,"Manjushree Technopack Ltd",154085169275,"Containers & Packaging"
"154085227013","Polycab India Ltd","IPO","30/10/2018","15/04/2019",NA,250.68,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships","Electrical Components & Equipment","Industrials","Industrial Goods","Wires & Cables","15/04/2019","India","30/10/2018","15/04/2019","15/04/2019","30/10/2018","15/04/2019","15/04/2019","30/10/2018","15/04/2019",NA,"Polycab India Ltd",154085227013,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
"154085324774","ePoise Systems Pvt Ltd","Merger","07/03/2019","07/03/2019",NA,0,"Zoho Corp Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.5,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","07/03/2019","India","07/03/2019","07/03/2019","07/03/2019","07/03/2019","07/03/2019","07/03/2019","07/03/2019","07/03/2019",NA,"ePoise Systems Pvt Ltd",154085324774,"Software & IT Services"
"154085339727","Aujas Cybersecurity Limited","Merger","22/03/2019","22/03/2019",NA,0,"NSEIT Ltd",0,0,0,0,0,0,0,0,0,0,0,0,11.1,1,0,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Management Consulting Services","22/03/2019","India","22/03/2019","22/03/2019","22/03/2019","22/03/2019","22/03/2019","22/03/2019","22/03/2019","22/03/2019",NA,"Aujas Cybersecurity Limited",154085339727,"Professional & Commercial Services"
"154085317543","Sahyadri Hospital Pvt Ltd","Secondary Sales","07/04/2019","07/04/2019",NA,0,"Everstone Capital Advisors Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,11.3,1,0,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Hospitals, Clinics & Primary Care Services","07/04/2019","India","07/04/2019","07/04/2019","07/04/2019","07/04/2019","07/04/2019","07/04/2019","07/04/2019","07/04/2019",NA,"Sahyadri Hospital Pvt Ltd",154085317543,"Healthcare Providers & Services"
"154085358456","DailyRounds Inc","Merger","14/03/2019","14/03/2019",NA,0,"M3 Inc",0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Mobile Application Software","14/03/2019","India","14/03/2019","14/03/2019","14/03/2019","14/03/2019","14/03/2019","14/03/2019","14/03/2019","14/03/2019",NA,"DailyRounds Inc",154085358456,"Software & IT Services"
"154085361278","Amplus Energy Solutions Pvt Ltd","Merger","15/04/2019","30/04/2019",NA,0,"Petroliam Nasional Bhd",0,0,0,0,0,0,0,0,0,0,0,0,3.7,1,0,0,"Electric Utilities & IPPs","Electric Utilities","Utilities","Utilities","Electric Utilities (NEC)","30/04/2019","India","15/04/2019","30/04/2019","30/04/2019","15/04/2019","30/04/2019","30/04/2019","15/04/2019","30/04/2019",NA,"Amplus Energy Solutions Pvt Ltd",154085361278,"Electric Utilities & IPPs"
"154085240717","Vallabhdas Kanji Ltd","Merger","30/04/2019","01/05/2019",NA,0,"Firmenich SA",0,0,0,0,0,0,0,0,0,0,0,0,12.5,1,0,0,"Personal & Household Products & Services","Personal Services","Consumer Non-Cyclicals","Personal & Household Products & Services","Personal Services (NEC)","01/05/2019","India","30/04/2019","01/05/2019","01/05/2019","30/04/2019","01/05/2019","01/05/2019","30/04/2019","01/05/2019",NA,"Vallabhdas Kanji Ltd",154085240717,"Personal & Household Products & Services"
"154085430138","FloCare Labs India Pvt Ltd","Merger","09/07/2019","09/07/2019",NA,0,"Walmart Labs India",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Hospitals, Clinics & Primary Care Services","09/07/2019","India","09/07/2019","09/07/2019","09/07/2019","09/07/2019","09/07/2019","09/07/2019","09/07/2019","09/07/2019",NA,"FloCare Labs India Pvt Ltd",154085430138,"Healthcare Providers & Services"
"154085263371","Edpulse Education Technology Pvt Ltd","Merger","25/10/2018","25/10/2018",NA,0,"Edpulse Education Technology Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","25/10/2018","India","25/10/2018","25/10/2018","25/10/2018","25/10/2018","25/10/2018","25/10/2018","25/10/2018","25/10/2018",NA,"Edpulse Education Technology Pvt Ltd",154085263371,"Software & IT Services"
"154085160195","Sterling & Wilson Pvt Ltd","IPO","26/07/2018","08/08/2019",NA,409.17,NA,0,0,0,0,0,0,0,0,0,0,0,0,11.1,1,1,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Business Support Services (NEC)","08/08/2019","India","26/07/2018","08/08/2019","08/08/2019","26/07/2018","08/08/2019","08/08/2019","26/07/2018","08/08/2019",NA,"Sterling & Wilson Pvt Ltd",154085160195,"Professional & Commercial Services"
